,Latitude,Longitude,Altitude (m), Vl (km/h)
1147,45.96129601,-66.62729855,-21.77,-0.854
1148,45.96129226,-66.62731206,-21.77,-0.862
1149,45.96128826,-66.6273254,-21.77,-0.929
1150,45.96128421,-66.62733847,-21.77,-0.886
1151,45.9612797,-66.62735126,-21.767,-0.8
1152,45.96127475,-66.62736394,-21.77,-0.849
1153,45.96127024,-66.62737673,-21.769,-0.934
1154,45.96126688,-66.62738959,-21.772,-0.894
1155,45.96126449,-66.62740246,-21.768,-0.774
1156,45.96126263,-66.62741537,-21.77,-0.689
1157,45.96126094,-66.62742823,-21.774,-0.667
1158,45.96125872,-66.62744102,-21.779,-0.564
1159,45.96125535,-66.62745369,-21.78,-0.658
1160,45.96125082,-66.62746611,-21.789,-0.829
1161,45.96124568,-66.62747816,-21.791,-0.967
1162,45.96124041,-66.62748989,-21.793,-1.042
1163,45.9612352,-66.6275013,-21.792,-1.034
1164,45.96122978,-66.62751246,-21.796,-1.015
1165,45.96122395,-66.62752341,-21.796,-1.04
1166,45.96121753,-66.62753346,-21.796,-1.093
1167,45.96120974,-66.62754151,-21.795,-0.829
1168,45.96120006,-66.6275477,-21.801,-0.867
1169,45.96118961,-66.62755265,-21.8,-1.087
1170,45.9611801,-66.62755864,-21.799,-1.304
1171,45.96117194,-66.62756631,-21.795,-1.258
1172,45.96116442,-66.62757473,-21.794,-1.021
1173,45.96115641,-66.62758264,-21.793,-0.812
1174,45.96114747,-66.62758969,-21.795,-0.745
1175,45.9611383,-66.62759703,-21.795,-0.964
1176,45.96113038,-66.62760583,-21.79,-1.103
1177,45.96112375,-66.62761557,-21.792,-0.876
1178,45.96111712,-66.62762492,-21.79,-0.64
1179,45.9611094,-66.62763332,-21.787,-0.627
1180,45.96110055,-66.62764079,-21.786,-0.765
1181,45.96109151,-66.62764821,-21.782,-0.906
1182,45.96108314,-66.62765662,-21.78,-0.95
1183,45.96107575,-66.62766622,-21.774,-0.885
1184,45.9610693,-66.62767681,-21.773,-0.853
1185,45.96106365,-66.62768806,-21.773,-0.843
1186,45.96105872,-66.62769963,-21.771,-0.883
1187,45.96105444,-66.62771136,-21.774,-0.798
1188,45.9610507,-66.62772343,-21.779,-0.829
1189,45.96104798,-66.62773573,-21.777,-0.886
1190,45.96104602,-66.62774765,-21.778,-0.778
1191,45.96104364,-66.6277593,-21.778,-0.713
1192,45.96104003,-66.62777106,-21.777,-0.764
1193,45.961036,-66.62778307,-21.778,-1.01
1194,45.96103296,-66.62779511,-21.778,-1.144
1195,45.96103089,-66.6278068,-21.778,-1.034
1196,45.9610287,-66.62781835,-21.779,-0.952
1197,45.96102567,-66.62783001,-21.782,-0.948
1198,45.96102169,-66.62784187,-21.784,-1.085
1199,45.96101744,-66.62785375,-21.787,-1.216
1200,45.96101358,-66.62786562,-21.788,-1.225
1201,45.96101034,-66.62787747,-21.789,-1.139
1202,45.96100728,-66.62788923,-21.79,-1.071
1203,45.96100389,-66.62790102,-21.791,-1.015
1204,45.96099996,-66.62791281,-21.795,-1.032
1205,45.96099558,-66.62792458,-21.801,-1.095
1206,45.96099086,-66.62793633,-21.806,-1.154
1207,45.960986,-66.62794801,-21.81,-1.196
1208,45.9609813,-66.62795979,-21.814,-1.264
1209,45.96097689,-66.62797161,-21.818,-1.238
1210,45.96097281,-66.62798348,-21.821,-1.153
1211,45.96096886,-66.62799534,-21.824,-1.023
1212,45.96096535,-66.6280074,-21.83,-1.008
1213,45.96096385,-66.62801917,-21.832,-0.978
1214,45.96096556,-66.62802862,-21.835,-0.785
1215,45.96096881,-66.62803407,-21.834,-0.483
1216,45.96097193,-66.62803858,-21.842,-0.17
1217,45.96097406,-66.62804491,-21.84,-0.08
1218,45.96097502,-66.62805337,-21.844,-0.118
1219,45.96097586,-66.62806309,-21.847,-0.307
1220,45.96097823,-66.62807138,-21.85,-0.485
1221,45.96098253,-66.62807653,-21.852,-0.355
1222,45.96098742,-66.62807962,-21.852,-0.099
1223,45.9609921,-66.62808301,-21.855,0.031
1224,45.9609965,-66.62808789,-21.857,-0.053
1225,45.96100065,-66.62809426,-21.859,-0.238
1226,45.96100477,-66.62810139,-21.858,-0.416
1227,45.96100906,-66.62810832,-21.858,-0.584
1228,45.96101271,-66.62811538,-21.854,-0.666
1229,45.96101418,-66.62812404,-21.854,-0.79
1230,45.96101218,-66.62813445,-21.854,-0.937
1231,45.96100668,-66.62814499,-21.856,-1.112
1232,45.96099918,-66.62815414,-21.857,-1.304
1233,45.96099166,-66.62816249,-21.859,-1.591
1234,45.96098516,-66.62817085,-21.858,-1.736
1235,45.9609801,-66.62817979,-21.856,-1.627
1236,45.96097596,-66.6281895,-21.855,-1.379
1237,45.96097206,-66.62819982,-21.852,-1.126
1238,45.96096788,-66.62821031,-21.851,-0.941
1239,45.96096289,-66.62822097,-21.853,-0.892
1240,45.96095714,-66.62823175,-21.852,-0.958
1241,45.96095111,-66.62824265,-21.854,-0.987
1242,45.96094524,-66.62825372,-21.853,-1.001
1243,45.96093968,-66.62826496,-21.859,-0.954
1244,45.96093396,-66.62827633,-21.867,-0.9
1245,45.96092774,-66.62828772,-21.879,-0.881
1246,45.96092069,-66.62829886,-21.892,-0.943
1247,45.9609137,-66.62830985,-21.901,-0.972
1248,45.96090736,-66.62832132,-21.915,-0.901
1249,45.9609019,-66.62833348,-21.927,-0.931
1250,45.96089774,-66.62834632,-21.941,-0.938
1251,45.96089543,-66.62835918,-21.947,-0.977
1252,45.96089469,-66.62837119,-21.939,-0.845
1253,45.96089375,-66.62838237,-21.942,-0.704
1254,45.9608915,-66.6283938,-21.942,-0.763
1255,45.96088818,-66.62840582,-21.94,-0.956
1256,45.96088458,-66.62841798,-21.931,-1.098
1257,45.96088093,-66.62843012,-21.929,-1.208
1258,45.96087727,-66.62844228,-21.922,-1.243
1259,45.96087352,-66.62845437,-21.919,-1.229
1260,45.96086953,-66.62846642,-21.921,-1.237
1261,45.96086542,-66.62847839,-21.918,-1.214
1262,45.96086092,-66.6284901,-21.917,-1.194
1263,45.96085589,-66.62850167,-21.924,-1.212
1264,45.96085043,-66.62851323,-21.923,-1.25
1265,45.96084507,-66.62852463,-21.919,-1.243
1266,45.96083942,-66.62853592,-21.911,-1.219
1267,45.96083323,-66.6285468,-21.909,-1.258
1268,45.96082685,-66.62855755,-21.903,-1.23
1269,45.96082144,-66.62856891,-21.905,-1.328
1270,45.96081847,-66.62858055,-21.898,-1.322
1271,45.96081669,-66.62859147,-21.897,-1.001
1272,45.96081346,-66.62860209,-21.898,-0.804
1273,45.96080877,-66.62861295,-21.906,-1.0
1274,45.96080384,-66.62862389,-21.912,-1.192
1275,45.96079934,-66.62863484,-21.914,-1.2
1276,45.96079487,-66.62864581,-21.915,-1.132
1277,45.96079019,-66.62865678,-21.919,-1.095
1278,45.96078523,-66.62866777,-21.92,-1.083
1279,45.96077975,-66.62867876,-21.918,-1.097
1280,45.9607737,-66.62868961,-21.92,-1.158
1281,45.96076717,-66.6287003,-21.925,-1.231
1282,45.96076046,-66.62871091,-21.925,-1.285
1283,45.96075371,-66.6287215,-21.919,-1.313
1284,45.96074703,-66.62873211,-21.916,-1.267
1285,45.96074001,-66.62874249,-21.912,-1.248
1286,45.96073252,-66.62875268,-21.915,-1.242
1287,45.9607249,-66.62876252,-21.916,-1.273
1288,45.96071812,-66.62877082,-21.914,-1.289
1289,45.96071219,-66.62877761,-21.916,-1.335
1290,45.96070706,-66.62878365,-21.912,-1.365
1291,45.96070273,-66.62878897,-21.914,-1.343
1292,45.96069895,-66.62879362,-21.912,-1.299
1293,45.96069566,-66.62879756,-21.913,-1.197
1294,45.96069246,-66.62880249,-21.912,-1.134
1295,45.96068905,-66.62880962,-21.906,-1.034
1296,45.96068492,-66.62881803,-21.903,-1.037
1297,45.96067995,-66.6288273,-21.901,-1.084
1298,45.9606742,-66.62883703,-21.905,-1.152
1299,45.96066783,-66.62884694,-21.908,-1.262
1300,45.96066123,-66.62885702,-21.912,-1.33
1301,45.9606547,-66.62886731,-21.913,-1.393
1302,45.96064841,-66.62887775,-21.918,-1.382
1303,45.96064207,-66.62888827,-21.921,-1.337
1304,45.96063608,-66.62889906,-21.922,-1.295
1305,45.96063007,-66.62891,-21.927,-1.314
1306,45.96062337,-66.62892089,-21.933,-1.299
1307,45.96061674,-66.62893209,-21.943,-1.432
1308,45.96061222,-66.62894367,-21.944,-1.488
1309,45.96060957,-66.62895477,-21.947,-1.252
1310,45.96060663,-66.62896398,-21.949,-1.171
1311,45.960602,-66.62897014,-21.964,-1.19
1312,45.96059587,-66.62897272,-21.966,-1.125
1313,45.9605891,-66.62897065,-21.98,-0.922
1314,45.96058341,-66.62896539,-21.994,-0.262
1315,45.96057943,-66.62895931,-22.008,0.247
1316,45.96057718,-66.62895386,-22.02,0.525
1317,45.96057599,-66.62894995,-22.032,0.62
1318,45.96057496,-66.62894756,-22.044,0.647
1319,45.96057377,-66.62894628,-22.058,0.658
1320,45.96057227,-66.62894556,-22.065,0.649
1321,45.96057044,-66.62894506,-22.075,0.647
1322,45.96056832,-66.62894463,-22.087,0.648
1323,45.96056598,-66.62894415,-22.098,0.67
1324,45.96056348,-66.62894362,-22.108,0.703
1325,45.9605608,-66.62894298,-22.115,0.731
1326,45.96055797,-66.62894223,-22.124,0.771
1327,45.96055504,-66.62894137,-22.127,0.844
1328,45.96055202,-66.62894037,-22.127,0.906
1329,45.96054894,-66.62893925,-22.127,0.965
1330,45.96054582,-66.62893801,-22.129,1.038
1331,45.96054264,-66.62893667,-22.129,1.124
1332,45.9605395,-66.62893526,-22.127,1.196
1333,45.96053633,-66.6289338,-22.128,1.248
1334,45.96053319,-66.62893227,-22.124,1.306
1335,45.96053008,-66.62893075,-22.122,1.334
1336,45.96052694,-66.62892925,-22.118,1.372
1337,45.96052385,-66.62892781,-22.113,1.395
1338,45.96052073,-66.62892642,-22.107,1.395
1339,45.96051761,-66.62892504,-22.1,1.398
1340,45.96051455,-66.62892373,-22.093,1.408
1341,45.96051153,-66.62892247,-22.088,1.397
1342,45.96050852,-66.62892125,-22.08,1.379
1343,45.96050557,-66.62892011,-22.075,1.359
1344,45.96050257,-66.62891894,-22.07,1.346
1345,45.96049958,-66.62891782,-22.064,1.342
1346,45.96049662,-66.62891677,-22.058,1.298
1347,45.96049364,-66.6289157,-22.053,1.281
1348,45.96049066,-66.62891469,-22.043,1.269
1349,45.96048771,-66.62891374,-22.035,1.241
1350,45.96048478,-66.62891274,-22.029,1.228
1351,45.96048186,-66.62891175,-22.023,1.196
1352,45.96047892,-66.6289108,-22.018,1.185
1353,45.96047598,-66.62890985,-22.011,1.177
1354,45.96047303,-66.62890894,-22.006,1.157
1355,45.96047012,-66.62890805,-22.003,1.146
1356,45.96046723,-66.62890712,-22.001,1.152
1357,45.96046435,-66.62890618,-21.997,1.138
1358,45.96046147,-66.62890523,-21.997,1.127
1359,45.96045863,-66.62890423,-21.995,1.125
1360,45.9604558,-66.6289032,-21.994,1.132
1361,45.96045302,-66.62890215,-21.993,1.108
1362,45.96045021,-66.62890106,-21.99,1.103
1363,45.96044739,-66.62889993,-21.987,1.109
1364,45.96044456,-66.62889873,-21.982,1.117
1365,45.96044172,-66.62889749,-21.979,1.11
1366,45.96043885,-66.62889625,-21.976,1.124
1367,45.96043601,-66.628895,-21.97,1.136
1368,45.96043318,-66.6288937,-21.966,1.143
1369,45.96043036,-66.62889241,-21.963,1.149
1370,45.96042756,-66.62889111,-21.961,1.155
1371,45.9604248,-66.62888984,-21.96,1.155
1372,45.96042204,-66.62888856,-21.959,1.158
1373,45.96041925,-66.62888724,-21.961,1.164
1374,45.96041643,-66.62888591,-21.963,1.18
1375,45.96041357,-66.62888452,-21.966,1.204
1376,45.96041069,-66.62888315,-21.967,1.212
1377,45.96040781,-66.62888173,-21.969,1.23
1378,45.96040495,-66.6288803,-21.971,1.249
1379,45.9604021,-66.62887885,-21.971,1.246
1380,45.9603992,-66.6288774,-21.973,1.267
1381,45.96039632,-66.62887594,-21.972,1.277
1382,45.9603934,-66.62887445,-21.973,1.295
1383,45.96039051,-66.62887296,-21.973,1.298
1384,45.96038758,-66.62887145,-21.974,1.298
1385,45.96038466,-66.62886998,-21.973,1.319
1386,45.96038177,-66.62886846,-21.972,1.307
1387,45.96037886,-66.62886691,-21.97,1.3
1388,45.960376,-66.62886537,-21.971,1.303
1389,45.96037312,-66.62886384,-21.966,1.302
1390,45.96037026,-66.6288623,-21.964,1.302
1391,45.96036743,-66.62886072,-21.962,1.284
1392,45.96036456,-66.62885915,-21.96,1.291
1393,45.96036172,-66.62885756,-21.955,1.292
1394,45.96035889,-66.62885597,-21.951,1.277
1395,45.96035603,-66.62885436,-21.948,1.271
1396,45.96035315,-66.62885276,-21.941,1.283
1397,45.96035027,-66.62885117,-21.933,1.287
1398,45.96034737,-66.62884956,-21.925,1.272
1399,45.96034446,-66.62884791,-21.92,1.267
1400,45.96034157,-66.62884627,-21.914,1.286
1401,45.96033866,-66.62884463,-21.908,1.28
1402,45.96033571,-66.62884295,-21.902,1.273
1403,45.96033269,-66.62884121,-21.892,1.287
1404,45.96032966,-66.62883945,-21.881,1.312
1405,45.96032664,-66.62883774,-21.87,1.315
1406,45.96032364,-66.62883601,-21.86,1.31
1407,45.96032064,-66.6288342,-21.851,1.314
1408,45.9603177,-66.62883243,-21.843,1.333
1409,45.96031475,-66.62883065,-21.833,1.321
1410,45.96031178,-66.62882879,-21.826,1.311
1411,45.96030885,-66.62882693,-21.821,1.322
1412,45.96030593,-66.62882507,-21.813,1.328
1413,45.96030296,-66.62882317,-21.806,1.317
1414,45.9603,-66.62882129,-21.799,1.324
1415,45.96029705,-66.62881945,-21.791,1.333
1416,45.96029408,-66.62881759,-21.782,1.339
1417,45.96029113,-66.62881574,-21.774,1.331
1418,45.96028816,-66.62881388,-21.768,1.333
1419,45.96028516,-66.62881202,-21.761,1.343
1420,45.96028216,-66.62881016,-21.754,1.352
1421,45.96027915,-66.62880834,-21.747,1.348
1422,45.96027613,-66.62880649,-21.741,1.349
1423,45.96027313,-66.6288047,-21.737,1.353
1424,45.96027016,-66.62880294,-21.734,1.353
1425,45.9602672,-66.62880118,-21.73,1.341
1426,45.96026423,-66.6287994,-21.729,1.332
1427,45.96026126,-66.62879762,-21.727,1.333
1428,45.9602583,-66.62879577,-21.724,1.342
1429,45.96025531,-66.62879389,-21.718,1.334
1430,45.96025233,-66.62879202,-21.715,1.339
1431,45.96024937,-66.62879011,-21.711,1.349
1432,45.96024643,-66.6287882,-21.706,1.343
1433,45.96024348,-66.62878621,-21.701,1.335
1434,45.96024054,-66.62878422,-21.696,1.324
1435,45.96023771,-66.62878195,-21.69,1.31
1436,45.96023616,-66.62877748,-21.69,1.289
1437,45.96023618,-66.62877069,-21.685,1.267
1438,45.96023733,-66.6287626,-21.688,1.214
1439,45.96023931,-66.6287535,-21.689,1.182
1440,45.96024193,-66.62874371,-21.691,1.16
1441,45.96024498,-66.62873321,-21.691,1.176
1442,45.9602478,-66.62872126,-21.697,1.201
1443,45.9602489,-66.62870723,-21.697,1.15
1444,45.96024679,-66.62869203,-21.7,1.09
1445,45.96024129,-66.62867756,-21.702,1.132
1446,45.96023337,-66.62866483,-21.704,0.981
1447,45.96022352,-66.6286545,-21.705,0.726
1448,45.96021229,-66.62864721,-21.703,0.339
1449,45.96020038,-66.62864326,-21.699,-0.013
1450,45.96018859,-66.62864232,-21.695,-0.271
1451,45.96017745,-66.62864276,-21.691,-0.234
1452,45.96016709,-66.62864249,-21.692,-0.114
1453,45.96015814,-66.62864042,-21.691,-0.061
1454,45.96015016,-66.62863684,-21.692,-0.133
1455,45.96014275,-66.62863254,-21.692,-0.243
1456,45.96013578,-66.62862793,-21.694,-0.38
1457,45.96012924,-66.62862359,-21.696,-0.498
1458,45.96012308,-66.62861973,-21.696,-0.595
1459,45.96011715,-66.6286164,-21.697,-0.691
1460,45.9601114,-66.62861357,-21.698,-0.716
1461,45.96010583,-66.62861097,-21.694,-0.722
1462,45.96010042,-66.62860855,-21.69,-0.721
1463,45.96009515,-66.62860614,-21.684,-0.713
1464,45.9600901,-66.62860351,-21.68,-0.65
1465,45.96008524,-66.62860059,-21.674,-0.586
1466,45.96008049,-66.62859751,-21.672,-0.524
1467,45.96007588,-66.62859411,-21.666,-0.487
1468,45.96007142,-66.62859041,-21.662,-0.434
1469,45.96006719,-66.62858641,-21.655,-0.387
1470,45.96006314,-66.62858219,-21.652,-0.306
1471,45.96005925,-66.62857776,-21.646,-0.187
1472,45.96005557,-66.62857301,-21.64,-0.081
1473,45.96005205,-66.62856816,-21.633,-0.018
1474,45.96004871,-66.62856325,-21.627,0.063
1475,45.96004555,-66.62855828,-21.623,0.142
1476,45.96004132,-66.62855268,-21.621,0.192
1477,45.96003471,-66.62854787,-21.621,-0.219
1478,45.96002651,-66.62854729,-21.617,-0.735
1479,45.96001851,-66.62855177,-21.614,-1.182
1480,45.96001188,-66.62855854,-21.606,-1.461
1481,45.96000571,-66.62856436,-21.604,-1.001
1482,45.95999839,-66.62856869,-21.602,-0.703
1483,45.95998943,-66.62857187,-21.603,-0.677
1484,45.95997902,-66.62857429,-21.603,-0.842
1485,45.9599678,-66.62857651,-21.604,-1.085
1486,45.95995629,-66.6285791,-21.606,-1.214
1487,45.95994473,-66.6285822,-21.603,-1.197
1488,45.95993304,-66.6285854,-21.597,-1.175
1489,45.9599212,-66.62858833,-21.596,-1.158
1490,45.95990922,-66.62859097,-21.593,-1.171
1491,45.95989714,-66.6285936,-21.587,-1.192
1492,45.95988512,-66.62859636,-21.587,-1.19
1493,45.9598731,-66.62859909,-21.582,-1.163
1494,45.959861,-66.62860145,-21.579,-1.145
1495,45.9598487,-66.62860327,-21.576,-1.148
1496,45.95983622,-66.62860476,-21.576,-1.112
1497,45.95982383,-66.6286067,-21.573,-1.116
1498,45.95981162,-66.62860931,-21.569,-1.059
1499,45.95979959,-66.62861203,-21.567,-0.93
1500,45.95978748,-66.62861445,-21.563,-0.845
1501,45.95977522,-66.62861592,-21.562,-0.763
1502,45.95976263,-66.62861625,-21.562,-0.756
1503,45.95974991,-66.62861593,-21.557,-0.817
1504,45.95973717,-66.62861553,-21.554,-0.765
1505,45.95972448,-66.62861589,-21.549,-1.067
1506,45.95971218,-66.62861751,-21.543,-1.095
1507,45.95970017,-66.62861918,-21.54,-0.955
1508,45.95968802,-66.62861999,-21.534,-0.842
1509,45.9596756,-66.62861959,-21.528,-0.783
1510,45.95966293,-66.62861822,-21.521,-0.772
1511,45.95965016,-66.62861616,-21.515,-0.76
1512,45.95963736,-66.62861365,-21.51,-0.758
1513,45.95962464,-66.62861102,-21.506,-0.754
1514,45.95961199,-66.62860809,-21.502,-0.746
1515,45.95959935,-66.62860503,-21.505,-0.795
1516,45.95958671,-66.62860199,-21.502,-0.842
1517,45.95957414,-66.62859901,-21.506,-0.825
1518,45.95956151,-66.62859584,-21.508,-0.732
1519,45.95954887,-66.62859205,-21.512,-0.628
1520,45.95953621,-66.62858779,-21.514,-0.619
1521,45.95952355,-66.62858319,-21.515,-0.551
1522,45.95951094,-66.62857801,-21.515,-0.485
1523,45.95949836,-66.62857223,-21.514,-0.44
1524,45.95948582,-66.62856613,-21.513,-0.446
1525,45.9594734,-66.62855978,-21.514,-0.45
1526,45.95946117,-66.62855289,-21.517,-0.492
1527,45.95944901,-66.62854571,-21.513,-0.462
1528,45.95943684,-66.62853849,-21.513,-0.38
1529,45.95942434,-66.62853194,-21.514,-0.508
1530,45.95941154,-66.62852744,-21.511,-0.627
1531,45.95939885,-66.62852431,-21.509,-0.601
1532,45.95938647,-66.62852029,-21.511,-0.4
1533,45.9593742,-66.62851434,-21.512,-0.339
1534,45.95936192,-66.62850732,-21.512,-0.415
1535,45.95934933,-66.62850122,-21.513,-0.702
1536,45.95933651,-66.62849783,-21.512,-0.953
1537,45.95932389,-66.62849713,-21.508,-0.959
1538,45.95931232,-66.62849655,-21.509,-0.681
1539,45.95930229,-66.62849406,-21.505,-0.504
1540,45.95929329,-66.62849026,-21.507,-0.501
1541,45.959285,-66.6284859,-21.508,-0.536
1542,45.95927723,-66.62848154,-21.51,-0.546
1543,45.95926996,-66.62847722,-21.508,-0.612
1544,45.95926307,-66.62847324,-21.507,-0.664
1545,45.95925656,-66.62846956,-21.506,-0.682
1546,45.9592503,-66.62846607,-21.504,-0.698
1547,45.95924424,-66.62846279,-21.504,-0.697
1548,45.95923789,-66.62845958,-21.499,-0.718
1549,45.95922995,-66.62845629,-21.507,-0.607
1550,45.95922161,-66.62845282,-21.502,-0.46
1551,45.95921309,-66.62844886,-21.5,-0.327
1552,45.95920412,-66.62844422,-21.498,-0.186
1553,45.95919448,-66.62843852,-21.494,-0.13
1554,45.95918426,-66.6284319,-21.496,-0.129
1555,45.95917468,-66.62842552,-21.489,-0.182
1556,45.95916607,-66.62842005,-21.489,-0.258
1557,45.95915796,-66.62841541,-21.485,-0.344
1558,45.9591503,-66.6284117,-21.484,-0.457
1559,45.95914301,-66.62840895,-21.482,-0.552
1560,45.95913611,-66.6284068,-21.482,-0.551
1561,45.95912956,-66.62840475,-21.48,-0.579
1562,45.95912331,-66.62840273,-21.481,-0.54
1563,45.95911739,-66.62840043,-21.481,-0.507
1564,45.9591117,-66.62839783,-21.482,-0.464
1565,45.95910624,-66.62839482,-21.482,-0.428
1566,45.95910019,-66.62839173,-21.482,-0.348
1567,45.959092,-66.62838982,-21.486,-0.657
1568,45.95908323,-66.6283918,-21.482,-1.232
1569,45.95907615,-66.62839848,-21.48,-1.466
1570,45.95907239,-66.62840751,-21.477,-1.468
1571,45.9590715,-66.62841622,-21.476,-1.2
1572,45.9590718,-66.62842408,-21.477,-0.82
1573,45.95907215,-66.62843225,-21.483,-0.545
1574,45.95907251,-66.62844095,-21.484,-0.472
1575,45.95907327,-66.62844979,-21.489,-0.503
1576,45.95907431,-66.62845857,-21.495,-0.525
1577,45.959075,-66.62846689,-21.497,-0.567
1578,45.95907479,-66.62847367,-21.501,-0.645
1579,45.95907394,-66.62847931,-21.502,-0.756
1580,45.95907284,-66.62848418,-21.506,-0.835
1581,45.95907178,-66.62848819,-21.51,-0.845
1582,45.95907091,-66.6284915,-21.512,-0.785
1583,45.95907025,-66.62849411,-21.514,-0.691
1584,45.95906976,-66.62849604,-21.517,-0.584
1585,45.95906933,-66.62849748,-21.519,-0.459
1586,45.95906887,-66.62849855,-21.519,-0.362
1587,45.95906828,-66.62849933,-21.522,-0.318
1588,45.95906756,-66.62849987,-21.526,-0.264
1589,45.95906661,-66.6285003,-21.528,-0.247
1590,45.95906541,-66.62850058,-21.529,-0.268
1591,45.95906402,-66.62850074,-21.532,-0.286
1592,45.95906241,-66.62850082,-21.532,-0.305
1593,45.95906074,-66.62850081,-21.532,-0.306
1594,45.95905898,-66.62850065,-21.531,-0.33
1595,45.95905719,-66.62850032,-21.532,-0.321
1596,45.95905538,-66.62849986,-21.535,-0.33
1597,45.95905356,-66.62849923,-21.535,-0.305
1598,45.95905172,-66.62849847,-21.537,-0.28
1599,45.95904987,-66.62849759,-21.538,-0.269
1600,45.959048,-66.62849659,-21.538,-0.239
1601,45.9590461,-66.6284955,-21.536,-0.209
1602,45.95904415,-66.62849435,-21.539,-0.209
1603,45.95904219,-66.6284931,-21.54,-0.178
1604,45.95904013,-66.62849182,-21.543,-0.145
1605,45.95903811,-66.6284904,-21.545,-0.106
1606,45.95903611,-66.62848886,-21.549,-0.067
1607,45.9590341,-66.62848724,-21.554,-0.013
1608,45.95903208,-66.62848555,-21.556,0.026
1609,45.95903006,-66.62848376,-21.559,0.075
1610,45.959028,-66.62848193,-21.56,0.118
1611,45.95902595,-66.62848002,-21.561,0.16
1612,45.95902389,-66.62847795,-21.56,0.236
1613,45.95902181,-66.62847587,-21.556,0.285
1614,45.95901975,-66.62847369,-21.551,0.309
1615,45.95901766,-66.62847146,-21.55,0.342
1616,45.9590156,-66.62846916,-21.55,0.395
1617,45.95901348,-66.62846687,-21.549,0.421
1618,45.95901134,-66.62846453,-21.547,0.445
1619,45.9590092,-66.6284622,-21.546,0.477
1620,45.95900704,-66.62845989,-21.548,0.503
1621,45.95900487,-66.62845752,-21.55,0.529
1622,45.95900269,-66.62845519,-21.551,0.551
1623,45.95900046,-66.62845282,-21.551,0.561
1624,45.95899827,-66.62845049,-21.556,0.572
1625,45.95899602,-66.62844815,-21.558,0.591
1626,45.95899372,-66.62844576,-21.561,0.593
1627,45.95899141,-66.62844336,-21.562,0.611
1628,45.95898909,-66.62844097,-21.563,0.618
1629,45.95898676,-66.62843858,-21.566,0.625
1630,45.95898443,-66.62843617,-21.57,0.628
1631,45.95898207,-66.62843373,-21.573,0.653
1632,45.95897972,-66.62843135,-21.573,0.645
1633,45.95897737,-66.62842885,-21.576,0.623
1634,45.95897503,-66.62842638,-21.581,0.638
1635,45.95897267,-66.62842399,-21.583,0.633
1636,45.95897037,-66.62842151,-21.587,0.629
1637,45.95896806,-66.62841905,-21.589,0.637
1638,45.9589658,-66.62841653,-21.593,0.626
1639,45.95896355,-66.62841393,-21.598,0.628
1640,45.95896131,-66.62841127,-21.602,0.628
1641,45.95895909,-66.62840857,-21.607,0.633
1642,45.95895688,-66.62840587,-21.61,0.626
1643,45.95895468,-66.62840305,-21.614,0.62
1644,45.95895248,-66.6284001,-21.619,0.654
1645,45.95895029,-66.62839707,-21.623,0.662
1646,45.95894813,-66.62839392,-21.626,0.685
1647,45.95894594,-66.62839072,-21.632,0.67
1648,45.95894372,-66.62838743,-21.634,0.694
1649,45.95894147,-66.62838418,-21.639,0.687
1650,45.95893922,-66.62838094,-21.641,0.671
1651,45.95893691,-66.62837769,-21.648,0.644
1652,45.95893458,-66.62837453,-21.653,0.647
1653,45.95893224,-66.62837144,-21.659,0.618
1654,45.9589299,-66.62836831,-21.659,0.596
1655,45.95892756,-66.62836524,-21.663,0.57
1656,45.95892519,-66.62836219,-21.662,0.571
1657,45.95892278,-66.62835924,-21.661,0.535
1658,45.95892041,-66.62835627,-21.664,0.511
1659,45.95891805,-66.62835338,-21.664,0.478
1660,45.95891568,-66.62835049,-21.666,0.483
1661,45.95891329,-66.62834763,-21.665,0.47
1662,45.95891095,-66.62834475,-21.667,0.43
1663,45.95890857,-66.62834182,-21.671,0.452
1664,45.95890617,-66.62833899,-21.671,0.462
1665,45.95890382,-66.62833608,-21.674,0.456
1666,45.95890136,-66.62833304,-21.68,0.503
1667,45.95889896,-66.62833,-21.677,0.564
1668,45.95889651,-66.62832686,-21.681,0.56
1669,45.95889407,-66.62832363,-21.681,0.601
1670,45.95889165,-66.6283205,-21.681,0.638
1671,45.95888919,-66.62831746,-21.681,0.637
1672,45.95888672,-66.62831441,-21.682,0.64
1673,45.95888427,-66.62831138,-21.682,0.68
1674,45.9588818,-66.62830848,-21.686,0.671
1675,45.95887933,-66.62830558,-21.686,0.676
1676,45.95887689,-66.62830283,-21.689,0.664
1677,45.9588744,-66.62830006,-21.691,0.668
1678,45.95887192,-66.62829731,-21.691,0.678
1679,45.95886936,-66.62829457,-21.696,0.674
1680,45.95886681,-66.6282918,-21.698,0.692
1681,45.95886426,-66.62828913,-21.7,0.701
1682,45.95886174,-66.62828645,-21.703,0.685
1683,45.95885925,-66.62828375,-21.708,0.704
1684,45.95885676,-66.62828108,-21.707,0.736
1685,45.95885425,-66.62827846,-21.709,0.731
1686,45.95885173,-66.6282758,-21.711,0.721
1687,45.95884917,-66.62827318,-21.714,0.743
1688,45.9588466,-66.62827062,-21.715,0.754
1689,45.95884405,-66.628268,-21.716,0.746
1690,45.95884144,-66.62826534,-21.718,0.758
1691,45.95883882,-66.62826276,-21.718,0.784
1692,45.95883621,-66.62826024,-21.721,0.769
